year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$13,500",🇺🇸,3.85,,167,152,3.5,,,68,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.3,,167,155,4,,,78,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Part-Time,,,3.3,,167,155,4,,,64,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.76,,170,159,4,,,81,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.76,,170,159,4,,,110,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.76,,170,159,4,,,117,9/7/18
2018,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.76,,170,159,4,,,109,9/7/18
2018,Accepted,LSE,MSc Financial Mathematics,Full-Time,,🇨🇳,3.76,,170,159,4,,,70,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.76,,170,159,4,,,126,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.76,,170,159,4,,,105,9/7/18
2018,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇨🇳,3.76,,170,159,4,,,5,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇨🇳,3.76,,170,159,4,,,56,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇵🇪,3.3,,170,160,5,,,66,9/7/18
2018,Rejected,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,2.5,,161,152,4,,,,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,2.5,,161,152,4,,,,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.9,,170,164,4,,,10,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.9,,170,164,4,,,57,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇰🇷,3.53,,167,157,3.5,,,97,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.7,,170,158,4,,,66,9/7/18
2018,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.71,,170,162,5,,,80,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.64,,163,155,4,,,120,9/7/18
2018,Rejected,Rutgers University,Master of Quantitative Finance,Full-Time,,,3.64,,163,155,4,,,77,9/7/18
2018,Rejected,NTU,MS in Financial Engineering,Full-Time,,,3.64,,163,155,4,,,86,9/7/18
2018,Rejected,NUS,MS in Financial Engineering,Full-Time,,,3.64,,163,155,4,,,,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.7,3.96,170,158,3.5,,,,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.56,,170,153,3.5,,,23,9/7/18
2018,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,,3.66,,167,164,4,,,73,9/7/18
2018,Enrolled,New York University,MS in Mathematics in Finance,Full-Time,,,3.8,,167,154,4,,,18,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,,3.95,,170,156,3.5,,,18,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇦,3.98,,170,170,4.5,,,75,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇦,3.98,,170,170,4.5,,,75,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.68,,169,162,4,,,98,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.8,,170,161,3.5,,,,9/7/18
2018,Rejected,University of Warwick,MSc Mathematical Finance,Full-Time,,🇮🇹,3.7,,167,160,4,,,33,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇹,3.7,,167,160,4,,,25,9/7/18
2018,Rejected,UZH ETH,MS in Quantitative Finance,Full-Time,,🇮🇹,3.7,,167,160,4,,,79,9/7/18
2018,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇮🇹,3.7,,167,160,4,,,35,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇹,3.7,,167,160,4,,,30,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇺🇸,3.65,,170,160,5,,,24,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,,,169,156,4.5,,,65,9/7/18
2018,Accepted,University of Toronto,Master of Mathematical Finance,Full-Time,,🇭🇰,3.92,,170,153,4,,,153,9/7/18
2018,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇨🇳,3.82,,170,157,3,,,103,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.34,,170,151,3,,,137,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.34,,170,151,3,,,137,9/7/18
2018,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.34,,170,151,3,,,126,9/7/18
2018,Accepted,University of Michigan,MS in Quantitative Finance and Risk Management,Full-Time,,🇨🇳,3.34,,170,151,3,,,53,9/7/18
2018,Accepted,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.34,,170,151,3,,,45,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.34,,170,151,3,,,148,9/7/18
2018,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇨🇳,3.89,,170,157,3,,,10,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇸🇬,3.7,,168,161,3.5,,,,9/7/18
2018,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇸🇬,3.7,,168,161,3.5,,,41,9/7/18
2018,Accepted,LSE,MSc in Finance,Full-Time,,,3.82,,169,164,5,,,39,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.5,,166,155,4,112,,98,9/7/18
2018,Rejected,NTU,MS in Financial Engineering,Full-Time,,🇮🇳,3.5,,166,155,4,112,,,9/7/18
2018,Rejected,Imperial College Business School,MSc Risk Management & Financial Engineering,Full-Time,,🇮🇳,3.5,,166,155,4,112,,30,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.5,,166,155,4,112,,61,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.6,,168,160,4,,,70,9/7/18
2018,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.6,,168,160,4,,,,9/7/18
2018,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.7,,170,148,3,,,95,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.6,,168,160,4,,,28,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.43,,167,147,3.5,,,,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇭🇰,3.92,,170,153,4,,,52,9/7/18
2018,Accepted,Claremont Graduate University,MS in Financial Engineering,Full-Time,,,3.48,,167,159,4,,,59,9/7/18
2018,Rejected,University of Southern California,MS in Mathematical Finance,Full-Time,,,3.48,,167,159,4,,,,9/7/18
2018,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,,3.48,,167,159,4,,,108,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,166,4,,,89,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,166,4,,,103,9/7/18
2018,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.7,,170,166,4,,,80,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,166,4,,,40,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.7,,166,164,4.5,,,62,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Part-Time,,🇮🇳,4,,166,152,3.5,,,97,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,4,,166,152,3.5,,,100,9/7/18
2018,Rejected,LSE,MSc Financial Mathematics,Full-Time,,🇮🇳,4,,166,152,3.5,,,72,9/7/18
2018,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇺🇸,3.2,,170,169,5.5,,,76,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇨🇦,3.98,,170,170,4.5,,,30,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇦,3.98,,170,170,4.5,,,87,9/7/18
2018,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,,3.9,,,,,,,67,9/7/18
2018,Rejected,University of Waterloo,Master of Quantitative Finance,Full-Time,,,3.9,,,,,,,44,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,4,,168,154,3.5,,,35,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇹🇭,2.93,,167,152,3,,,71,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇹🇭,2.93,,167,152,3,,,57,9/7/18
2018,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇹🇭,2.93,,167,152,3,,,95,9/7/18
2018,Accepted,Rutgers University,MS in Mathematical Finance,Full-Time,,,3.57,,169,152,3.5,,,27,9/7/18
2018,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,,3.64,,163,155,4,,,16,9/7/18
2018,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,3.84,,166,157,4,109,,62,9/7/18
2018,Enrolled,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,3.5,,170,160,4,,,67,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.6,,170,152,4,,,143,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.6,,170,152,4,,,54,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.6,,170,152,4,,,98,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇹🇼,3.4,,170,149,3.5,,,96,9/7/18
2018,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇮🇳,3.4,,167,162,4.5,,,21,9/7/18
2018,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.4,,169,159,3.5,,,61,9/7/18
2018,Rejected,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.51,,170,153,3,,,56,9/7/18
2018,Rejected,University of Southern California,MS in Mathematical Finance,Full-Time,,🇨🇳,3.51,,170,153,3,,,,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,,3.52,,168,163,3,,,21,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇹🇼,3.4,,170,149,3.5,,,30,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.89,,170,152,3.5,,,63,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Full-Time,,,3.74,,168,154,3.5,,,49,9/7/18
2018,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.71,,170,155,4,,,28,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.5,,170,160,4,,,129,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Part-Time,,🇫🇷,3.83,,168,163,4,,,6,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇫🇷,3.83,,168,163,4,,,71,9/7/18
2018,Accepted,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇫🇷,3.83,,168,163,4,,,46,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.68,,169,162,4,,,38,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.91,,169,152,3.5,,,86,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.86,,170,158,3.5,,,116,9/7/18
2018,Rejected,University of Oxford,MSc Mathematical and Computational Finance,Full-Time,,🇭🇰,3.92,,170,153,4,,,60,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,,3.78,,169,162,3.5,,,137,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Part-Time,,,3.78,,169,162,3.5,,,63,9/7/18
2018,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,,3.78,,169,162,3.5,,,50,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.8,,169,157,4,,,35,9/7/18
2018,Accepted,University of Michigan,MS in Quantitative Finance and Risk Management,Full-Time,,🇨🇳,3.8,,169,157,4,,,44,9/7/18
2018,Accepted,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.8,,169,157,4,,,53,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.8,,169,157,4,,,108,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.8,,170,158,4,,,81,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.85,,170,155,4.5,,,,9/7/18
2018,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.89,,170,159,3.5,,,113,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.959,,166,160,3.5,,,97,9/7/18
2018,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇵🇪,3.3,,170,160,5,,,75,9/7/18
2018,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇵🇪,3.3,,170,160,5,,,83,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.91,,170,157,4,,,48,9/7/18
2018,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,,3.7,,170,155,3.5,,,25,9/7/18
2018,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,65,9/7/18
2018,Rejected,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,58,9/7/18
2018,Enrolled,Fordham University,MS in Quantitative Finance,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,69,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,71,9/7/18
2018,Rejected,Rutgers University,Master of Quantitative Finance,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,57,9/7/18
2018,Accepted,Rutgers University,MS in Mathematical Finance,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,108,9/7/18
2018,Rejected,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇨🇳,3.19,,165,154,3.5,,,,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.5,,168,160,4,,,44,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.56,,170,166,4.5,,,35,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,56,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,56,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,90,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,86,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,26,9/7/18
2018,Accepted,Imperial College Business School,MSc Risk Management & Financial Engineering,Full-Time,,🇨🇳,3.86,,170,162,4.5,109,,54,9/7/18
2018,Enrolled,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇹🇭,2.93,,167,152,3,,,67,9/7/18
2018,Accepted,University of Waterloo,Master of Quantitative Finance,Full-Time,,,3.56,,170,153,3.5,,,44,9/7/18
2018,Enrolled,University of Waterloo,Master of Quantitative Finance,Full-Time,,,3.91,,,,,,,44,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.626,,168,160,4,,,59,9/7/18
2018,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.626,,168,160,4,,,91,9/7/18
2018,Rejected,Princeton University,Master in Finance,Part-Time,,🇵🇪,3.3,,170,160,5,,,59,9/7/18
2018,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.6,,170,159,4,,,12,9/7/18
2018,Accepted,University of Waterloo,Master of Quantitative Finance,Full-Time,,,4,,,,,,,57,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.9,,170,156,4,,,59,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,,3.7,,166,164,4.5,,,60,9/7/18
2018,Accepted,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.9,,170,156,4,,,49,9/7/18
2018,Accepted,University of Waterloo,Master of Quantitative Finance,Full-Time,,🇨🇦,3.85,,,,,,,44,9/7/18
2018,Enrolled,Columbia University,MS in Operations Research,Full-Time,,,3.74,,166,154,4,,,41,9/7/18
2018,Rejected,Columbia University,MS in Operations Research,Full-Time,,,3.84,,166,161,4,,,,9/7/18
2018,Enrolled,University of Waterloo,Master of Quantitative Finance,Full-Time,,,3.5,,,,,,,44,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.81,,168,158,3.5,107,,,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Part-Time,,🇨🇳,3.81,,168,158,3.5,107,,45,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Part-Time,,🇨🇳,3.81,,168,158,3.5,107,,,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Part-Time,,🇨🇳,3.81,,168,158,3.5,107,,,9/7/18
2018,Rejected,Johns Hopkins University,Mathematics MSE,Part-Time,,🇨🇳,3.81,,168,158,3.5,107,,,9/7/18
2018,Accepted,Columbia University,MS in Operations Research,Full-Time,,🇨🇳,3.81,,168,158,3.5,107,,63,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.81,,168,158,3.5,107,,62,9/7/18
2018,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.81,,168,158,3.5,107,,47,9/7/18
