year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.85,,168,160,4.5,,,67,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Part-Time,,🇨🇳,3.85,,168,160,4.5,,,108,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,,3.73,,167,160,3.5,,,,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.57,,170,147,3,,,20,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,138,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.39,,167,152,4,,,109,9/7/18
2018,Accepted,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.74,,170,157,4,,,71,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.74,,170,157,4,,,89,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.74,,170,157,4,,,92,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.74,,170,157,4,,,48,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,40,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,127,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Part-Time,,🇨🇳,3.88,,170,155,3,,,,9/7/18
2018,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.88,,170,161,4,,,87,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,87,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.88,,170,161,4,,,101,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.88,,170,161,4,,,66,9/7/18
2018,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3.4,,170,153,4,,,125,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.89,,170,152,3.5,,,102,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.95,,168,159,4,,,104,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.6,,168,160,4,,,89,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,77,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.3,,170,154,3,,,3,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,,,,,,,,46,9/7/18
2018,Rejected,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,85,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.9125,,168,157,3,,,80,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.56,,170,166,4.5,,,39,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,80,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,,3.8,,170,169,5,,,,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.79,,170,156,4.5,,,,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,80,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,41,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.6,,170,154,3,,,82,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.73,,167,160,3.5,,,,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.88,,170,159,3.5,,,,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.88,,170,159,3.5,,,,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.88,,170,159,3.5,,,37,9/7/18
2018,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇺🇸,3.85,,167,152,3.5,,,64,9/7/18
2018,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.88,,170,161,4,,,105,9/7/18
2018,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.6,,170,163,4,,,34,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.39,,167,152,4,,,,9/7/18
2018,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.91,,167,157,4.5,,,67,9/7/18
2018,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,87,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.6,,170,154,3,,,85,9/7/18
2018,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.54,,168,148,3,,,29,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.88,,170,159,3.5,,,,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.6,,170,154,3,,,106,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.6,,170,154,3,,,62,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.8,,170,161,3.5,,,81,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,32,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,122,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,132,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.68,,169,162,4,,,81,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.68,,169,162,4,,,,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.68,,169,162,4,,,61,9/7/18
2018,Rejected,Princeton University,Master in Finance,Part-Time,,🇨🇳,3.8,,170,161,3.5,,,60,9/7/18
2018,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.7,,170,148,3,,,145,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,148,3,,,91,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.7,,170,148,3,,,61,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,116,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,131,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.65,,167,152,3,,,47,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.88,,170,161,4,,,59,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.88,,170,161,4,,,77,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.8,,170,161,3.5,,,76,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.9125,,168,157,3,,,59,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,98,9/7/18
2018,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,61,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.51,,170,160,5,,,34,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,30,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.9125,,168,157,3,,,29,9/7/18
2018,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.8,,168,158,3,,,88,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.8,,168,158,3,,,60,9/7/18
2018,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,,3,,167,163,4.5,,,32,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.94,,170,157,3.5,,,89,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇸🇬,3.66,,169,162,4.5,118,,,9/7/18
2018,Rejected,Princeton University,Master in Finance,Part-Time,,,3.8,,170,169,5,,,,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.8,,170,161,3.5,,,75,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.9125,,168,157,3,,,101,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇹🇭,2.93,,167,152,3,,,81,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇹🇭,2.93,,167,152,3,,,106,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇹🇭,2.93,,167,152,3,,,134,9/7/18
2018,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇦,3.85,,,,,,,82,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.5,,164,170,5,,,46,9/7/18
2018,Rejected,Washington University in St. Louis,MS in Quantitative Finance,Full-Time,,🇨🇳,3.51,,170,153,3,,,58,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.51,,170,153,3,,,88,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.51,,170,153,3,,,128,9/7/18
2018,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇨🇳,3.51,,170,153,3,,,171,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.89,,170,152,3.5,,,89,9/7/18
2018,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.6,,170,154,3,,,60,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.91,,168,159,4,,,31,9/7/18
2018,Accepted,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.35,,166,153,4.5,,,42,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.7,,170,158,4,,,60,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.8,,167,154,4,,,90,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.65,,165,158,4,,,81,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.77,,170,158,3.5,,,,9/7/18
2018,Rejected,Stanford University,Mathematical and Computational Finance,Full-Time,,🇨🇳,3.77,,170,158,3.5,,,54,9/7/18
2018,Rejected,Columbia University,MS in Operations Research,Part-Time,,🇨🇳,3.77,,170,158,3.5,,,,9/7/18
2018,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.77,,170,158,3.5,,,,9/7/18
2018,Rejected,University of Southern California,MS in Mathematical Finance,Full-Time,,🇨🇳,3.77,,170,158,3.5,,,,9/7/18
2018,Rejected,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.77,,170,158,3.5,,,,9/7/18
2018,Rejected,Johns Hopkins University,Mathematics MSE,Full-Time,,🇨🇳,3.51,,170,153,3,,,91,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,59,9/7/18
2018,Enrolled,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,60,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,89,9/7/18
2018,Accepted,Johns Hopkins University,Mathematics MSE,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,61,9/7/18
2018,Rejected,University of Southern California,MS in Financial Engineering,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,134,9/7/18
2018,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,"$10,000",🇩🇴,3.81,,167,157,4.5,112,,34,9/7/18
2018,Rejected,Fordham University,MS in Quantitative Finance,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,61,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Part-Time,,🇺🇸,3.98,,168,162,5.5,,,80,9/7/18
2018,Accepted,University of Southern California,MS in Financial Engineering,Part-Time,,🇺🇸,3.98,,168,162,5.5,,,66,9/7/18
2018,Accepted,University of Washington,MS Computational Finance & Risk Management,Part-Time,,🇺🇸,3.98,,168,162,5.5,,,88,9/7/18
2018,Enrolled,Stevens Institute of Technology,MS in Financial Engineering,Part-Time,,🇺🇸,3.98,,168,162,5.5,,,17,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,59,9/7/18
2018,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,45,9/7/18
2018,Rejected,Rensselaer Polytechnic Institute,MS in Quantitative Finance and Risk Analytics,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,77,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,121,9/7/18
2018,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,44,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,57,9/7/18
2018,Accepted,Johns Hopkins University,Mathematics MSE,Part-Time,,🇺🇸,3.98,,168,162,5.5,,,11,9/7/18
2018,Accepted,University of Minnesota,Master of Financial Mathematics,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,57,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,68,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,76,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇺🇸,3.98,,168,162,5.5,,,60,9/7/18
2018,Rejected,NTU,MS in Financial Engineering,Full-Time,,,3.17,,164,160,5,,,119,9/7/18
2018,Accepted,Baruch College,Master in Financial Engineering,Full-Time,,,3.71,,170,162,5,,,44,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.95,,168,159,4,,,34,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.65,,167,152,3,,,14,9/7/18
2018,Rejected,University of Washington,MS Computational Finance & Risk Management,Full-Time,,🇮🇳,3.65,,167,152,3,,,49,9/7/18
2018,Rejected,University of Southern California,MS in Financial Engineering,Part-Time,,🇮🇳,3.65,,167,152,3,,,37,9/7/18
2018,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.86,,170,158,3.5,,,72,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$8,000",,3.7,,168,163,4,,,62,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.67,,168,157,3,,,64,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.7,,170,158,4,,,33,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇭🇰,3.92,,170,153,4,,,38,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇭🇰,3.92,,170,153,4,,,61,9/7/18
2018,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.9125,,168,157,3,,,139,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.9125,,168,157,3,,,15,9/7/18
2018,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,73,9/7/18
2018,Accepted,Stevens Institute of Technology,MS in Financial Engineering,Full-Time,"$15,000",🇩🇴,3.81,,167,157,4.5,112,,10,9/7/18
2018,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,52,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇩🇴,3.81,,167,157,4.5,112,,45,9/7/18
2018,Accepted,University of Southern California,MS in Financial Engineering,Full-Time,,🇨🇳,3.51,,170,153,3,,,98,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.91,,170,157,4,,,40,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.8,,170,153,4,,,,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.8,,170,156,4,,,60,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.8,,170,156,4,,,,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.39,,167,162,4,,,62,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇭🇰,3.92,,170,153,4,,,53,9/7/18
2018,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.7,,170,153,4,,,60,9/7/18
2018,Enrolled,Princeton University,Master in Finance,Full-Time,,,3.7,,170,153,4,,,59,9/7/18
2018,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.7,,170,153,4,,,34,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.7,,170,158,4,,,120,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,158,4,,,104,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.83,,170,161,3.5,,,45,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.68,,169,162,4,,,62,9/7/18
2018,Enrolled,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.8,,168,166,4.5,,,59,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,,3.8,,168,166,4.5,,,60,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Part-Time,,🇨🇳,3.88,,170,159,3.5,,,,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.78,,170,154,3,,,13,9/7/18
2018,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,,3.78,,170,154,3,,,69,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.91,,170,157,4,,,35,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.71,,170,162,5,,,13,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.89,,170,159,3.5,,,48,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,,3.5,,168,152,3,,,156,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇦,3.84,,166,160,5,,,62,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇦,3.98,,170,170,4.5,,,62,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.86,,170,158,3.5,,,60,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.9,,170,155,3.5,,,67,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,,3.9,,170,155,3.5,,,59,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.8,,169,157,4,,,31,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.58,,169,161,5,,,29,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇺🇸,3.65,,170,160,5,,,106,9/7/18
2018,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.65,,170,160,5,,,106,9/7/18
2018,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.65,,170,160,5,,,48,9/7/18
2018,Enrolled,Rutgers University,Master of Quantitative Finance,Full-Time,,,3.41,,170,142,4,,,25,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,,3.41,,170,142,4,,,22,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,,3.41,,170,142,4,,,90,9/7/18
2018,Rejected,Fordham University,MS in Quantitative Finance,Full-Time,,,3.41,,170,142,4,,,71,9/7/18
2018,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.41,,170,142,4,,,62,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,,3.41,,170,142,4,,,99,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.6,,170,162,4.5,,,41,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Part-Time,,,3.6,,165,158,4,,,28,9/7/18
2018,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,80,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,31,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,102,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,138,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,32,9/7/18
2018,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,79,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.73,,170,164,4.5,,,80,9/7/18
2018,Enrolled,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇳,3.89,,170,156,3,,,70,9/7/18
2018,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,,3.94,,170,167,3.5,,,12,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,165,4.5,,,18,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,,3.71,,158,170,4.5,,,63,9/7/18
2018,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.7,,170,165,4.5,,,90,9/7/18
2018,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.71,,170,155,4,,,131,9/7/18
2018,Rejected,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,109,9/7/18
2018,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,81,9/7/18
2018,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.71,,170,155,4,,,68,9/7/18
2018,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,50,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,28,9/7/18
2018,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.71,,170,155,4,,,75,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,119,9/7/18
2018,Rejected,Stanford University,Mathematical and Computational Finance,Full-Time,,🇨🇳,3.71,,170,155,4,,,58,9/7/18
2018,Rejected,University of Washington,MS Computational Finance & Risk Management,Part-Time,,🇨🇳,3.71,,170,155,4,,,85,9/7/18
2018,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,"$8,000",🇨🇳,3.71,,170,155,4,,,93,9/7/18
2018,Rejected,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,,🇨🇳,3.88,,167,155,3.5,,,,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇨🇳,3.89,,170,159,3.5,,,64,9/7/18
2018,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.86,,170,158,3.5,,,143,9/7/18
2018,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.86,,170,158,3.5,,,152,9/7/18
2018,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇺🇸,3.85,,167,152,3.5,,,25,9/7/18
2018,Rejected,University of Chicago,MS in Financial Mathematics,Part-Time,,🇺🇸,3.85,,167,152,3.5,,,60,9/7/18
